널time,x,y,altitude,u,v,w,V,a_u,a_v,a_w,a_x,a_y,a_z,a_total,phi,theta,psi,p,q,r,alpha,beta,mach,q_dyn,E_s,flag_burnout,flag_apogee,phase,missile_type,elevation_deg
241.28620194386306,193542.99250418346,0.0,247033.70350465077,891.2003340986806,0.0,2.254066703973197,891.2031846410256,-1.1419830518958634,0.0,0.0028123290693726766,6.752088665962219e-09,0.0,-9.088203407940455,9.088203407940455,0.0,0.12851821482438966,0.0,0.0,-0.010110450498230917,0.0,0.0025292426531435745,0.0,2.7022773470266594,2.3149448566486534e-08,287528.8326422414,0,0,3,KN-23,30
241.78620194386306,193985.06220570143,0.0,247088.55996817225,890.6407493375625,0.0,2.2554456907732656,890.6436051619295,-1.0963145032562807,0.0,0.0027033041638930833,6.51925802230835e-09,0.0,-9.088052746636095,9.088052746636095,0.0,0.12345977077046885,0.0,0.0,-0.010123243359361185,0.0,0.0025323800545800465,0.0,2.700580608307271,2.2968690499239193e-08,287532.85192392877,0,0,3,KN-23,30
242.28620194386306,194427.13190722102,0.0,247141.1444188973,890.1040195954243,0.0,2.25677000813709,890.106880498517,-1.0505645714657703,0.0,0.0025936627840885684,6.257323548197746e-09,0.0,-9.087908328860067,9.087908328860067,0.0,0.11839505223901615,0.0,0.0,-0.01013554779308869,0.0,0.0025353948783244473,0.0,2.698953169217593,2.279671068270683e-08,287536.70552849135,0,0,3,KN-23,30
242.78620194386306,194869.20160874218,0.0,247191.45689293032,889.5901847660967,0.0,2.258039353557354,889.5930505427189,-1.0047364625953605,0.0,0.0024834280366774486,5.966285243630409e-09,0.0,-9.087770154030295,9.087770154030295,0.0,0.11332430437403676,0.0,0.0,-0.010147360100109713,0.0,0.0025382862162656645,0.0,2.6973951507166425,2.263333663088089e-08,287540.39335818094,0,0,3,KN-23,30
243.28620194386306,195311.27131026483,0.0,247239.497424815,889.099283132829,0.0,2.2592534361737675,889.102153575954,-0.9588334123460527,0.0,0.0023726233966976373,5.675246939063072e-09,0.0,-9.087638221681118,9.087638221681118,0.0,0.1082477741355262,0.0,0.0,-0.010158676716201747,0.0,0.0025410531943982203,0.0,2.695906668880094,2.2478405195687985e-08,287543.91531947826,0,0,3,KN-23,30
243.78620194386306,195753.3410117889,0.0,247285.26604753436,888.6313513537507,0.0,2.260411976954052,888.6342262545927,-0.9128586849317344,0.0,0.0022612726946005246,5.384208634495735e-09,0.0,-9.087512531288667,9.087512531288667,0.0,0.10316571023126657,0.0,0.0,-0.010169494214862414,0.0,0.0025436949734710967,0.0,2.694487834856202,2.2331762300964125e-08,287547.2713230922,0,0,3,KN-23,30
244.28620194386306,196195.4107133143,0.0,247328.762792511,888.1864244478973,0.0,2.261514708868368,888.1893035959838,-0.8668155719378774,0.0,0.0021494001029118692,5.122274160385132e-09,0.0,-9.087393082358176,9.087393082358176,0.0,0.09807836304732521,0.0,0.0,-0.010179809309859353,0.0,0.002546210749613886,0.0,2.6931387548234347,2.219326269220424e-08,287550.4612839591,0,0,3,KN-23,30
244.78620194386306,196637.480414841,0.0,247369.9876896071,887.7645357818128,0.0,2.2625613770569637,887.767418965059,-0.820707391155679,0.0,0.0020370301224805765,4.889443516731262e-09,0.0,-9.087279874453088,9.087279874453088,0.0,0.09298598457730153,0.0,0.0,-0.010189618857687766,0.0,0.002548599754939399,0.0,2.6918595299498547,2.2062769701528218e-08,287553.4851212419,0,0,3,KN-23,30
245.28620194386306,197079.55011636892,0.0,247408.94076712464,887.3657170567416,0.0,2.2635517389908486,887.3686040615254,-0.7745374853941485,0.0,0.0019241875683477794,4.627509042620659e-09,0.0,-9.087172907136846,9.087172907136846,0.0,0.08788882835036875,0.0,0.0,-0.010198919859932097,0.0,0.0025508612581219103,0.0,2.690650256354283,2.1940155027337164e-08,287556.3427583296,0,0,3,KN-23,30
245.78620194386306,197521.619817898,0.0,247445.6220518054,886.9899982964187,0.0,2.2644855646253115,886.9928889076582,-0.7283092212694555,0.0,0.0018108975552162399,4.336470738053322e-09,0.0,-9.0870721800311,9.0870721800311,0.0,0.0827871493581597,0.0,0.0,-0.010207709465528696,0.0,0.0025529945649502518,0.0,2.6895110250692884,2.1825298528171773e-08,287559.0341228364,0,0,3,KN-23,30
246.28620194386306,197963.68951942815,0.0,247480.03156883115,886.6374078354721,0.0,2.265362636546065,886.6403018367033,-0.6820259879735886,0.0,0.0016971854825449384,4.045432433485985e-09,0.0,-9.0869776927575,9.0869776927575,0.0,0.07768120398054634,0.0,0.0,-0.010215984972926279,0.0,0.0025549990188549533,0.0,2.6884419220060183,2.1718088030314427e-08,287561.55914660136,0,0,3,KN-23,30
246.78620194386306,198405.75922095933,0.0,247512.16934182367,886.3079723084451,0.0,2.2661827501078564,886.3108694819015,-0.6356911960231173,0.0,0.001583077019305712,3.7834979593753815e-09,0.0,-9.086889444937697,9.086889444937697,0.0,0.07257124991036558,0.0,0.0,-0.01022374383214112,0.0,0.0025568740014087115,0.0,2.68744302792092,2.1618419148711374e-08,287563.9177656873,0,0,3,KN-23,30
247.28620194386306,198847.82892249143,0.0,247542.0353928449,886.001716639449,0.0,2.2669457135653706,886.0046167661424,-0.5893082759885147,0.0,0.001468598088396611,3.521563485264778e-09,0.0,-9.086807436222443,9.086807436222443,0.0,0.06745754607714421,0.0,0.0,-0.010230983646704168,0.0,0.002558618932799479,0.0,2.68651441838437,2.15261951208192e-08,287566.10992038075,0,0,3,KN-23,30
247.78620194386306,199289.89862402444,0.0,247569.629742397,885.7186640324566,0.0,2.267651348196253,885.721566892258,-0.5428806772061989,0.0,0.0013537748507554959,3.230525180697441e-09,0.0,-9.086731666291598,9.086731666291598,0.0,0.06234035256987795,0.0,0.0,-0.010237702175497278,0.0,0.002560233272275494,0.0,2.685656163751242,2.14413266530121e-08,287568.1355551912,0,0,3,KN-23,30
248.28620194386306,199731.96832555823,0.0,247594.95240942243,885.4588359622428,0.0,2.268299488416126,885.461741333966,-0.49641186647329505,0.0,0.0012386336891543337,2.9685907065868378e-09,0.0,-9.086662134941434,9.086662134941434,0.0,0.05721993055892066,0.0,0.0,-0.010243897334475971,0.0,0.0025617165185616467,0.0,2.684868329133445,2.1363731779212126e-08,287569.9946188507,0,0,3,KN-23,30
248.78620194386306,200174.03802709279,0.0,247618.00341130403,885.2222521659833,0.0,2.2688899818854074,885.2251598274676,-0.44990532672659356,0.0,0.0011232011917226004,2.6775524020195007e-09,0.0,-9.086598841880914,9.086598841880914,0.0,0.052096542217041034,0.0,0.0,-0.010249567198276273,0.0,0.002563068210246535,0.0,2.6841509743744476,2.1293335731435342e-08,287571.6870643132,0,0,3,KN-23,30
249.28620194386306,200616.107728628,0.0,247638.78276386502,885.0089306355162,0.0,2.2694226896078487,885.0118403637117,-0.40336455570752605,0.0,0.001007504135218884,2.3865140974521637e-09,0.0,-9.086541786789894,9.086541786789894,0.0,0.04697045063970532,0.0,0.0,-0.010254710001703327,0.0,0.0025642879261397137,0.0,2.68350415402582,2.123007082196947e-08,287573.21284875454,0,0,3,KN-23,30
249.78620194386306,201058.1774301638,0.0,247657.2904813692,884.8188876102757,0.0,2.2698974860206262,884.8217991813283,-0.3567930646131572,0.0,0.0008915694680688979,2.1245796233415604e-09,0.0,-9.086490969522856,9.086490969522856,0.0,0.04184191976464584,0.0,0.0,-0.010259324141099611,0.0,0.002565375285598576,0.0,2.682927917325809,2.1173876336928774e-08,287574.57193357166,0,0,3,KN-23,30
250.28620194386306,201500.24713170016,0.0,247673.52657652082,884.652137570903,0.0,2.2703142590759176,884.6550507602401,-0.31019437673512584,0.0,0.0007754242931601318,1.8335413187742233e-09,0.0,-9.086446389876073,9.086446389876073,0.0,0.03671121429077574,0.0,0.0,-0.010263408175590906,0.0,0.002566329948824443,0.0,2.682422308179966,2.1124698440954194e-08,287575.76428438246,0,0,3,KN-23,30
250.78620194386306,201942.31683323695,0.0,247687.49106046482,884.5086932335406,0.0,2.2706729103137864,884.5116078159581,-0.26357202608812713,0.0,0.0006590958504575362,1.57160684466362e-09,0.0,-9.086408047674922,9.086408047674922,0.0,0.03157859959651192,0.0,0.0,-0.010266960828208025,0.0,0.002567151617127358,0.0,2.6819873651438497,2.108249009285265e-08,287576.7898710256,0,0,3,KN-23,30
251.28620194386306,202384.38653477415,0.0,247699.18394278674,884.3885655448149,0.0,2.270973354926375,884.3914812945646,-0.21692955602759412,0.0,0.0005426114994664388,1.3096723705530167e-09,0.0,-9.086375942832092,9.086375942832092,0.0,0.026444341657568284,0.0,0.0,-0.01026998098688281,0.0,0.0025678400331592974,0.0,2.6816231214078163,2.1047210971991993e-08,287577.64866755996,0,0,3,KN-23,30
251.78620194386306,202826.45623631167,0.0,247708.60523151277,884.291763677513,0.0,2.271215521813253,884.29468036839,-0.17027051785953518,0.0,0.00042599870149651053,1.0186340659856796e-09,0.0,-9.086350075172959,9.086350075172959,0.0,0.021308706964282907,0.0,0.0,-0.010272467705316993,0.0,0.0025683949811153837,0.0,2.6813296047839073,2.101882741529507e-08,287578.34065226465,0,0,3,KN-23,30
